run_id,operator,graph_operator,cv_mean_test_selection_score,cv_mean_test_scaled_soft_utility,cv_mean_test_dir_auc,cv_mean_test_trade_auc,cv_mean_test_rmse,cv_mean_test_ic,cv_mean_test_pnl_sum,cv_mean_test_pnl_per_trade,cv_mean_test_sharpe_like,cv_mean_fold_train_duration_sec,cv_total_fold_train_duration_sec
20260413T191401Z_manual,dynamic_edge_mpnn,dynamic_edge_mpnn,0.2971439938662034,0.007882158304085857,0.4513607102161759,0.574330106432256,0.033172973660802865,0.0018464693366750176,-0.0015390554117759112,1.3677703282234395e-05,-0.01293591041091384,175.31473704924997,701.2589481969999
