entry_local_idx,entry_raw_t,exit_raw_t,entry_timestamp,exit_timestamp,side,exit_type,time_to_exit_bars,realized_return,gross_pnl,net_pnl,backtest_mode
3,9008,9013,2021-04-13 17:41:00+00:00,2021-04-13 17:46:00+00:00,1,upper,5,0.002289780881255865,0.002289780881255865,0.001989780881255865,realized_event_entry_model
8,9013,9018,2021-04-13 17:46:00+00:00,2021-04-13 17:51:00+00:00,-1,vertical,5,0.0011099167168140411,-0.0011099167168140411,-0.001409916716814041,realized_event_entry_model
18,9023,9026,2021-04-13 17:56:00+00:00,2021-04-13 17:59:00+00:00,1,upper,3,0.0017821801593527198,0.0017821801593527198,0.0014821801593527199,realized_event_entry_model
24,9029,9031,2021-04-13 18:02:00+00:00,2021-04-13 18:04:00+00:00,-1,lower,2,-0.0018753951881080866,0.0018753951881080866,0.0015753951881080867,realized_event_entry_model
26,9031,9036,2021-04-13 18:04:00+00:00,2021-04-13 18:09:00+00:00,1,vertical,5,-0.0009704931871965528,-0.0009704931871965528,-0.0012704931871965527,realized_event_entry_model
35,9040,9042,2021-04-13 18:13:00+00:00,2021-04-13 18:15:00+00:00,1,upper,2,0.0020635868422687054,0.0020635868422687054,0.0017635868422687054,realized_event_entry_model
39,9044,9049,2021-04-13 18:17:00+00:00,2021-04-13 18:22:00+00:00,1,vertical,5,-0.0016450113616883755,-0.0016450113616883755,-0.0019450113616883754,realized_event_entry_model
44,9049,9054,2021-04-13 18:22:00+00:00,2021-04-13 18:27:00+00:00,1,vertical,5,-0.0009796336526051164,-0.0009796336526051164,-0.0012796336526051163,realized_event_entry_model
49,9054,9059,2021-04-13 18:27:00+00:00,2021-04-13 18:32:00+00:00,1,vertical,5,0.0001496079348726198,0.0001496079348726198,-0.00015039206512738022,realized_event_entry_model
57,9062,9064,2021-04-13 18:35:00+00:00,2021-04-13 18:37:00+00:00,1,upper,2,0.001959335058927536,0.001959335058927536,0.001659335058927536,realized_event_entry_model
59,9064,9067,2021-04-13 18:37:00+00:00,2021-04-13 18:40:00+00:00,1,lower,3,-0.002122156322002411,-0.002122156322002411,-0.002422156322002411,realized_event_entry_model
66,9071,9073,2021-04-13 18:44:00+00:00,2021-04-13 18:46:00+00:00,1,lower,2,-0.0021584804635494947,-0.0021584804635494947,-0.0024584804635494947,realized_event_entry_model
68,9073,9076,2021-04-13 18:46:00+00:00,2021-04-13 18:49:00+00:00,1,lower,3,-0.002243072958663106,-0.002243072958663106,-0.002543072958663106,realized_event_entry_model
71,9076,9081,2021-04-13 18:49:00+00:00,2021-04-13 18:54:00+00:00,1,lower,5,-0.002296197460964322,-0.002296197460964322,-0.002596197460964322,realized_event_entry_model
76,9081,9082,2021-04-13 18:54:00+00:00,2021-04-13 18:55:00+00:00,1,lower,1,-0.0024385391734540462,-0.0024385391734540462,-0.002738539173454046,realized_event_entry_model
77,9082,9084,2021-04-13 18:55:00+00:00,2021-04-13 18:57:00+00:00,1,lower,2,-0.002558651380240917,-0.002558651380240917,-0.002858651380240917,realized_event_entry_model
79,9084,9088,2021-04-13 18:57:00+00:00,2021-04-13 19:01:00+00:00,1,upper,4,0.0026204518508166075,0.0026204518508166075,0.0023204518508166076,realized_event_entry_model
83,9088,9093,2021-04-13 19:01:00+00:00,2021-04-13 19:06:00+00:00,1,vertical,5,0.002415277296677232,0.002415277296677232,0.002115277296677232,realized_event_entry_model
89,9094,9099,2021-04-13 19:07:00+00:00,2021-04-13 19:12:00+00:00,1,vertical,5,0.0023816863540560007,0.0023816863540560007,0.002081686354056001,realized_event_entry_model
95,9100,9105,2021-04-13 19:13:00+00:00,2021-04-13 19:18:00+00:00,1,vertical,5,0.0016198026714846492,0.0016198026714846492,0.0013198026714846493,realized_event_entry_model
105,9110,9115,2021-04-13 19:23:00+00:00,2021-04-13 19:28:00+00:00,1,vertical,5,0.000258705549640581,0.000258705549640581,-4.1294450359419016e-05,realized_event_entry_model
112,9117,9122,2021-04-13 19:30:00+00:00,2021-04-13 19:35:00+00:00,1,vertical,5,-0.0013308334164321423,-0.0013308334164321423,-0.0016308334164321422,realized_event_entry_model
117,9122,9123,2021-04-13 19:35:00+00:00,2021-04-13 19:36:00+00:00,1,upper,1,0.0023240013979375362,0.0023240013979375362,0.0020240013979375363,realized_event_entry_model
129,9134,9137,2021-04-13 19:47:00+00:00,2021-04-13 19:50:00+00:00,1,upper,3,0.002260863548144698,0.002260863548144698,0.0019608635481446982,realized_event_entry_model
