artifact_root_name,run_id,model_pipeline,selected_operator_by_cv,operator,deployment_reference,model_state,gross_pnl_sum,pnl_sum,pnl_per_trade,n_trades,trade_rate,sign_accuracy,win_rate,sharpe_like,dir_auc,trade_auc,rmse,mae,ic,exit_type_accuracy,selection_score,scaled_soft_utility,long_trades,short_trades,long_pnl_sum,short_pnl_sum,timeout_trade_count,upper_exit_trade_count,lower_exit_trade_count,vertical_exit_trade_count,selected_thr_trade,selected_thr_dir,selected_coverage,fit_duration_min,best_epoch_cumulative_train_duration_min,model_name,avg_predicted_tte,avg_true_tte,soft_utility_mean,early_stop_score,predicted_exit_bar_mean,predicted_timeout_rate,backtest_mode,backtest_uses_oracle_exit,coverage,selected_feasible,selected_selection_stage,selected_calibration_sample_count
art_1sec02_emg_conv_1sec_0413090004,20260413T090004Z_manual,memorygraph,conv,conv,False,best_cv,0.4120322243152259,-1.163267775684774,-0.000221532617727,5251,0.056664652307161,0.5848409826699676,0.5840792230051419,-28.86525223835949,0.5887852305518914,0.4900500088676859,0.0012472285490404,0.0009033673696966,0.0529717572539168,0.5628803902102129,0.4193508490368302,0.0808899939583262,4412,839,-0.9848070912769924,-0.1784606844077818,11,2890,2350,11,0.5,0.6,0.2657198824681684,,,conv_fold_02_best,10.426947058695662,18.76436310268917,3.6343654729347135e-05,0.4193508490368302,10.43065567401908,0.0,realized_event_entry_model,True,0.2236478611818535,True,threshold_calibration_val,10210
art_1sec02_emg_conv_1sec_0413090004,20260413T090004Z_manual,memorygraph,conv,conv,True,last_cv,0.4120322243152259,-1.163267775684774,-0.000221532617727,5251,0.056664652307161,0.5848409826699676,0.5840792230051419,-28.86525223835949,0.5887852305518914,0.4900500088676859,0.0012472285490404,0.0009033673696966,0.0529717572539168,0.5628803902102129,0.4193508490368302,0.0808899939583262,4412,839,-0.9848070912769924,-0.1784606844077818,11,2890,2350,11,0.5,0.6,0.2657198824681684,,,conv_fold_02_best,10.426947058695662,18.76436310268917,3.6343654729347135e-05,0.4193508490368302,10.43065567401908,0.0,realized_event_entry_model,True,0.2236478611818535,True,threshold_calibration_val,10210
art_1sec02_emg_conv_1sec_0413090004,20260413T090004Z_manual,memorygraph,conv,conv,False,final_refit,0.4430313437806035,-0.9549686562193966,-0.0002049288961844,4660,0.0502870462295506,0.6045064377682403,0.6032188841201717,-25.12619639722572,0.5921862512030021,0.85287376947782,0.0005292607196459,0.0004290437239644,0.0994810845561566,0.5460245176328398,0.454001770858659,0.059586892395635,3714,946,-0.7888119751296645,-0.1661566810897318,11,2518,2131,11,0.5,0.6,0.1334965719882468,1441.0,1417.0,conv_production_best,14.483916680618432,18.76436310268917,2.6772229019295275e-05,0.454001770858659,14.487039754823671,0.0,realized_event_entry_model,True,0.1362606293434627,True,threshold_calibration_val,10210
