run_id,operator,graph_operator,selected_cv_bundle_name,last_cv_bundle_name,production_bundle_name,selected_for_production_model_name,selected_for_production_model_role,holdout_policy,cv_model_selection_policy,cv_mean_test_selection_score,cv_mean_test_dir_auc,cv_mean_test_pnl_sum,cv_mean_fold_train_duration_sec,cv_total_fold_train_duration_sec,production_fit_start_utc,production_fit_end_utc,production_fit_duration_sec,best_cv_model_model_name,best_cv_model_selected_for_production,best_cv_model_holdout_is_diagnostic_only,best_cv_model_rmse,best_cv_model_mae,best_cv_model_ic,best_cv_model_trade_auc,best_cv_model_dir_auc,best_cv_model_exit_type_accuracy,best_cv_model_avg_predicted_tte,best_cv_model_avg_true_tte,best_cv_model_soft_utility_mean,best_cv_model_scaled_soft_utility,best_cv_model_selection_score,best_cv_model_gross_pnl_sum,best_cv_model_pnl_sum,best_cv_model_pnl_per_trade,best_cv_model_n_trades,best_cv_model_trade_rate,best_cv_model_sign_accuracy,best_cv_model_win_rate,best_cv_model_long_trades,best_cv_model_short_trades,best_cv_model_long_pnl_sum,best_cv_model_short_pnl_sum,best_cv_model_sharpe_like,best_cv_model_timeout_trade_count,best_cv_model_upper_exit_trade_count,best_cv_model_lower_exit_trade_count,best_cv_model_vertical_exit_trade_count,best_cv_model_coverage,best_cv_model_selected_thr_trade,best_cv_model_selected_thr_dir,best_cv_model_selected_coverage,best_cv_model_selected_feasible,best_cv_model_fit_start_utc,best_cv_model_fit_end_utc,best_cv_model_fit_duration_sec,best_cv_model_best_epoch_cumulative_train_duration_sec,last_cv_fold_model_model_name,last_cv_fold_model_selected_for_production,last_cv_fold_model_holdout_is_diagnostic_only,last_cv_fold_model_rmse,last_cv_fold_model_mae,last_cv_fold_model_ic,last_cv_fold_model_trade_auc,last_cv_fold_model_dir_auc,last_cv_fold_model_exit_type_accuracy,last_cv_fold_model_avg_predicted_tte,last_cv_fold_model_avg_true_tte,last_cv_fold_model_soft_utility_mean,last_cv_fold_model_scaled_soft_utility,last_cv_fold_model_selection_score,last_cv_fold_model_gross_pnl_sum,last_cv_fold_model_pnl_sum,last_cv_fold_model_pnl_per_trade,last_cv_fold_model_n_trades,last_cv_fold_model_trade_rate,last_cv_fold_model_sign_accuracy,last_cv_fold_model_win_rate,last_cv_fold_model_long_trades,last_cv_fold_model_short_trades,last_cv_fold_model_long_pnl_sum,last_cv_fold_model_short_pnl_sum,last_cv_fold_model_sharpe_like,last_cv_fold_model_timeout_trade_count,last_cv_fold_model_upper_exit_trade_count,last_cv_fold_model_lower_exit_trade_count,last_cv_fold_model_vertical_exit_trade_count,last_cv_fold_model_coverage,last_cv_fold_model_selected_thr_trade,last_cv_fold_model_selected_thr_dir,last_cv_fold_model_selected_coverage,last_cv_fold_model_selected_feasible,last_cv_fold_model_fit_start_utc,last_cv_fold_model_fit_end_utc,last_cv_fold_model_fit_duration_sec,last_cv_fold_model_best_epoch_cumulative_train_duration_sec,final_refit_model_model_name,final_refit_model_selected_for_production,final_refit_model_holdout_is_diagnostic_only,final_refit_model_rmse,final_refit_model_mae,final_refit_model_ic,final_refit_model_trade_auc,final_refit_model_dir_auc,final_refit_model_exit_type_accuracy,final_refit_model_avg_predicted_tte,final_refit_model_avg_true_tte,final_refit_model_soft_utility_mean,final_refit_model_scaled_soft_utility,final_refit_model_selection_score,final_refit_model_gross_pnl_sum,final_refit_model_pnl_sum,final_refit_model_pnl_per_trade,final_refit_model_n_trades,final_refit_model_trade_rate,final_refit_model_sign_accuracy,final_refit_model_win_rate,final_refit_model_long_trades,final_refit_model_short_trades,final_refit_model_long_pnl_sum,final_refit_model_short_pnl_sum,final_refit_model_sharpe_like,final_refit_model_timeout_trade_count,final_refit_model_upper_exit_trade_count,final_refit_model_lower_exit_trade_count,final_refit_model_vertical_exit_trade_count,final_refit_model_coverage,final_refit_model_selected_thr_trade,final_refit_model_selected_thr_dir,final_refit_model_selected_coverage,final_refit_model_selected_feasible,final_refit_model_fit_start_utc,final_refit_model_fit_end_utc,final_refit_model_fit_duration_sec,final_refit_model_best_epoch_cumulative_train_duration_sec
20260418T161821Z_manual,dynamic_rel_conv,dynamic_rel_conv,dynamic_rel_conv_fold_01_best,dynamic_rel_conv_fold_02_best,dynamic_rel_conv_production_best,dynamic_rel_conv_production_best,final_refit_model,diagnostic_only_no_reselection,best_validation_checkpoint_across_cv_folds,0.43484811423657643,0.5850768773973571,-0.05423330974161508,20244.686580962003,40489.373161924006,2026-04-19T03:36:43Z,2026-04-19T18:46:18Z,54575.779357269996,dynamic_rel_conv_fold_01_best,False,True,0.0011290190009002343,0.0009041849267799308,0.0019099926971947975,0.8530556790729816,0.5947530561113835,0.5570099710795529,15.980697018582434,18.76436310268917,2.6241335536508376e-05,0.05840528391583434,0.45400251102690414,0.07249521315316088,-0.13000478684683914,-0.00019259968421753945,675,0.007284067855138775,0.6355555555555555,0.6340740740740741,673,2,-0.1285410846648796,-0.0014637021819595246,-12.84795845989362,2,428,245,2,0.015237190831786592,0.5,0.64,0.025111650865783906,True,,,,,dynamic_rel_conv_fold_02_best,False,True,0.0005387243244794164,0.0004407862975772309,0.11546190843285596,0.8395441498027608,0.5978379088132002,0.5653084128285923,14.156396072624663,18.76436310268917,3.2718729516228975e-05,0.07282200572841002,0.46778068716476423,0.08171043879701756,-0.10878956120298244,-0.000171322143626744,635,0.00685241938964907,0.6566929133858268,0.6503937007874016,581,54,-0.102558650819771,-0.006230910383211448,-10.771266903520333,6,389,240,6,0.011352354642379246,0.5,0.64,0.016257933087832015,True,,,,,dynamic_rel_conv_production_best,True,True,0.000493685462151305,0.0004327307173378635,0.14762486782907197,0.8435355034021463,0.5974487340619106,0.5595243233910303,13.871459392713586,18.76436310268917,3.1788684437049965e-05,0.0707520064012644,0.4661342622394461,0.09142107268962718,-0.07357892731037283,-0.0001337798678370415,550,0.005935166400483446,0.7036363636363636,0.6945454545454546,370,180,-0.04617924804655195,-0.02739967926382087,-8.415791432681974,7,317,226,7,0.017557301333793757,0.66,0.68,0.023152863746768,True,2026-04-19T03:36:43Z,2026-04-19T18:46:18Z,54575.779357269996,30663.95671171401
