run_id,operator,graph_operator,cv_mean_test_selection_score,cv_mean_test_scaled_soft_utility,cv_mean_test_dir_auc,cv_mean_test_trade_auc,cv_mean_test_rmse,cv_mean_test_ic,cv_mean_test_pnl_sum,cv_mean_test_pnl_per_trade,cv_mean_test_sharpe_like,cv_mean_fold_train_duration_sec,cv_total_fold_train_duration_sec
20260418T161821Z_manual,dynamic_rel_conv,dynamic_rel_conv,0.43484811423657643,0.06001731888239137,0.5850768773973571,0.7436413368358289,0.0007346505239814446,0.03950991031504096,-0.05423330974161508,-0.00019419456664443346,-8.306577835853702,20244.686580962003,40489.373161924006
