run_id,operator,fold,best_epoch,best_checkpoint_key,fold_train_start_utc,fold_train_end_utc,fold_train_duration_sec,best_epoch_cumulative_train_duration_sec,selected_thr_trade,selected_thr_dir,selected_coverage,selected_feasible,val_rmse,val_mae,val_ic,val_trade_auc,val_dir_auc,val_exit_type_accuracy,val_avg_predicted_tte,val_avg_true_tte,val_soft_utility_mean,val_scaled_soft_utility,val_selection_score,val_gross_pnl_sum,val_pnl_sum,val_pnl_per_trade,val_n_trades,val_trade_rate,val_sign_accuracy,val_win_rate,val_long_trades,val_short_trades,val_long_pnl_sum,val_short_pnl_sum,val_sharpe_like,val_timeout_trade_count,val_upper_exit_trade_count,val_lower_exit_trade_count,val_vertical_exit_trade_count,val_coverage,test_rmse,test_mae,test_ic,test_trade_auc,test_dir_auc,test_exit_type_accuracy,test_avg_predicted_tte,test_avg_true_tte,test_soft_utility_mean,test_scaled_soft_utility,test_selection_score,test_gross_pnl_sum,test_pnl_sum,test_pnl_per_trade,test_n_trades,test_trade_rate,test_sign_accuracy,test_win_rate,test_long_trades,test_short_trades,test_long_pnl_sum,test_short_pnl_sum,test_sharpe_like,test_timeout_trade_count,test_upper_exit_trade_count,test_lower_exit_trade_count,test_vertical_exit_trade_count,test_coverage
20260426T103212Z_manual,adaptive_mpnn,1,3,"[-0.029309646583767612, -0.00010977395724257533, -4.815888809040702, 0.5175132215104583, 0.6156082228438204]",2026-04-26T10:34:20Z,2026-04-26T14:06:35Z,12734.772356437,6046.083731603,0.5,0.68,0.029342631042858263,True,0.0004144146420062,0.000388030101897146,0.1796108162920987,0.9198999747096683,0.6156082228438204,0.5784298362453969,12.876055904693068,15.552142913108204,4.207925672114045e-05,0.10250452502428883,0.5175132215104583,0.05079035341623239,-0.029309646583767612,-0.00010977395724257533,267,0.010459923215544934,0.7303370786516854,0.7303370786516854,258,9,-0.02780964655345306,-0.00150000003031455,-4.815888809040702,0,192,75,0,0.029342631042858263,0.00040651274027593554,0.00038910251640119216,0.10267296369585956,0.6084046551084576,0.5837174482967645,0.5551202695291075,17.458779323963146,19.639779048812976,2.6522273473426465e-05,0.06612096364519694,0.4200545136450096,0.023577489773742855,-0.021722510226257145,-0.000143857683617597,151,0.005915537099428034,0.695364238410596,0.6887417218543046,146,5,-0.020622510216152298,-0.00110000001010485,-4.719556101406387,2,102,47,2,0.01574864843688788
20260426T103212Z_manual,adaptive_mpnn,2,2,"[-0.024277968204766513, -0.00015562800131260586, -5.1816319474939965, 0.45666174867151654, 0.5882147185222194]",2026-04-26T14:06:35Z,2026-04-26T20:52:32Z,24356.947331864,9447.631939856003,0.5,0.68,0.015631121209746926,True,0.0005082097654447182,0.0004156263095432165,0.10358532857146734,0.812983718644096,0.5882147185222194,0.5636605813680169,11.871970688746583,14.712058293504661,2.9286054337847922e-05,0.07001756753990347,0.45666174867151654,0.022522031795233488,-0.024277968204766513,-0.00015562800131260586,156,0.006111415811329624,0.6794871794871795,0.6794871794871795,128,28,-0.01987796810371801,-0.0044000001010485006,-5.1816319474939965,0,96,60,0,0.015631121209746926,0.0004453443549594761,0.00039330237848293314,0.11261572813910463,0.7994470454634242,0.5841286664827713,0.5486170962939748,17.88923395663549,23.822024602366216,2.5262203683475356e-05,0.0633261597562737,0.4461011164930344,0.02191681307158433,-0.01768318692841567,-0.00013396353733648235,132,0.0051711979942019905,0.7045454545454546,0.7045454545454546,82,50,-0.013083186665689573,-0.004600000262726099,-4.229494002468469,1,67,64,1,0.011635195486954478
