run_id,operator,graph_operator,cv_mean_test_selection_score,cv_mean_test_scaled_soft_utility,cv_mean_test_dir_auc,cv_mean_test_trade_auc,cv_mean_test_rmse,cv_mean_test_ic,cv_mean_test_pnl_sum,cv_mean_test_pnl_per_trade,cv_mean_test_sharpe_like,cv_mean_fold_train_duration_sec,cv_total_fold_train_duration_sec
20260424T141636Z_manual,adaptive_conv,adaptive_conv,0.4361371674162119,0.058407536877596575,0.5827480471367688,0.7699533955137963,0.0004672628959319647,0.04746090735803865,-0.04172034919856815,-0.0001692170443109296,-6.9945724806030825,17069.735369612,34139.470739224
