run_id,operator,graph_operator,cv_mean_test_selection_score,cv_mean_test_scaled_soft_utility,cv_mean_test_dir_auc,cv_mean_test_trade_auc,cv_mean_test_rmse,cv_mean_test_ic,cv_mean_test_pnl_sum,cv_mean_test_pnl_per_trade,cv_mean_test_sharpe_like,cv_mean_fold_train_duration_sec,cv_total_fold_train_duration_sec
20260418T161814Z_manual,dynamic_edge_mpnn,dynamic_edge_mpnn,0.445449476476788,0.06928750160701103,0.5840970733416726,0.755455279106829,0.0004142698683921047,0.07960427138363493,-0.055907234557252376,-0.0001842939246532455,-8.195925107052032,28098.6572035465,56197.314407093
