run_id,operator,graph_operator,cv_mean_test_selection_score,cv_mean_test_scaled_soft_utility,cv_mean_test_dir_auc,cv_mean_test_trade_auc,cv_mean_test_rmse,cv_mean_test_ic,cv_mean_test_pnl_sum,cv_mean_test_pnl_per_trade,cv_mean_test_sharpe_like,cv_mean_fold_train_duration_sec,cv_total_fold_train_duration_sec
20260413T195153Z_manual,adaptive_conv,adaptive_conv,0.3291940823328256,0.011977899241702977,0.5119448150656425,0.5789401087438901,0.0031710535657383495,0.00783909456640653,-0.018402834746001816,-0.00011773266191365928,-0.7403729458644567,1985.4337537649997,7941.735015059999
