run_id,operator,graph_operator,cv_mean_test_selection_score,cv_mean_test_scaled_soft_utility,cv_mean_test_dir_auc,cv_mean_test_trade_auc,cv_mean_test_rmse,cv_mean_test_ic,cv_mean_test_pnl_sum,cv_mean_test_pnl_per_trade,cv_mean_test_sharpe_like,cv_mean_fold_train_duration_sec,cv_total_fold_train_duration_sec,cv_operator_selection_key
20260416T065351Z_manual,mpnn,mpnn,0.31966222990522186,0.005826827733511862,0.5078503196115753,0.5686850556433405,0.004775908540619076,0.0061577716725032565,-0.005404754117119587,-4.8728785449515404e-05,-0.24006314198379525,7250.622069153251,29002.488276613003,"[-0.005404754117119587, 0.31966222990522186, 0.5078503196115753, -4.8728785449515404e-05]"
20260416T065351Z_manual,conv,conv,0.32045665758186215,0.004295660552321457,0.510488283427126,0.5762751299155596,0.005101906611587435,-0.00684268119059781,-0.02763406640104512,-0.00019628722088875308,-1.1275515352014176,7681.664661321501,30726.658645286003,"[-0.02763406640104512, 0.32045665758186215, 0.510488283427126, -0.00019628722088875308]"
