run_id,operator,graph_operator,cv_mean_test_selection_score,cv_mean_test_scaled_soft_utility,cv_mean_test_dir_auc,cv_mean_test_trade_auc,cv_mean_test_rmse,cv_mean_test_ic,cv_mean_test_pnl_sum,cv_mean_test_pnl_per_trade,cv_mean_test_sharpe_like,cv_mean_fold_train_duration_sec,cv_total_fold_train_duration_sec
20260413T224532Z_manual,adaptive_mpnn,adaptive_mpnn,0.32760341669811976,0.008224514262120026,0.5189829777052022,0.5722437497910586,0.004001937854193323,0.020685895811359302,-0.008043755884461273,-0.0001516211736222968,-0.4872594624018278,2889.94264917025,11559.770596681
