entry_local_idx,entry_raw_t,exit_raw_t,entry_timestamp,exit_timestamp,side,exit_type,time_to_exit_bars,realized_return,gross_pnl,net_pnl,backtest_mode
0,1595,1596,2021-04-13 00:30:00+00:00,2021-04-13 00:35:00+00:00,-1,vertical,1,-0.002252653008326888,0.002252653008326888,0.0019526530083268882,realized_event_entry_model
74,1669,1670,2021-04-13 06:40:00+00:00,2021-04-13 06:45:00+00:00,1,vertical,1,0.0012432662770152092,0.0012432662770152092,0.0009432662770152092,realized_event_entry_model
76,1671,1672,2021-04-13 06:50:00+00:00,2021-04-13 06:55:00+00:00,1,vertical,1,0.0006209237617440522,0.0006209237617440522,0.00032092376174405214,realized_event_entry_model
95,1690,1691,2021-04-13 08:25:00+00:00,2021-04-13 08:30:00+00:00,1,vertical,1,0.0021217335015535355,0.0021217335015535355,0.0018217335015535355,realized_event_entry_model
98,1693,1694,2021-04-13 08:40:00+00:00,2021-04-13 08:45:00+00:00,1,vertical,1,0.0022060004994273186,0.0022060004994273186,0.0019060004994273187,realized_event_entry_model
102,1697,1698,2021-04-13 09:00:00+00:00,2021-04-13 09:05:00+00:00,-1,lower,1,-0.003000000026077032,0.003000000026077032,0.002700000026077032,realized_event_entry_model
103,1698,1699,2021-04-13 09:05:00+00:00,2021-04-13 09:10:00+00:00,1,vertical,1,-0.00142088218126446,-0.00142088218126446,-0.00172088218126446,realized_event_entry_model
116,1711,1712,2021-04-13 10:10:00+00:00,2021-04-13 10:15:00+00:00,-1,vertical,1,-0.0003257306816522032,0.0003257306816522032,2.5730681652203174e-05,realized_event_entry_model
130,1725,1726,2021-04-13 11:20:00+00:00,2021-04-13 11:25:00+00:00,1,vertical,1,0.001597779686562717,0.001597779686562717,0.001297779686562717,realized_event_entry_model
